commit_date,language,classification,dep_count
2019-04-12,python,Both,0
2019-04-12,python,Only SecSchemes,0
2019-04-12,python,Only SecDef,0
2019-04-12,python,Undef Sec (OAS),4
2019-04-12,java,Both,0
2019-04-12,java,Only SecSchemes,0
2019-04-12,java,Only SecDef,0
2019-04-12,java,Undef Sec (OAS),0
2019-04-12,ruby,Both,0
2019-04-12,ruby,Only SecSchemes,0
2019-04-12,ruby,Only SecDef,0
2019-04-12,ruby,Undef Sec (OAS),0
2019-04-13,javascript,Both,0
2019-04-13,javascript,Only SecSchemes,0
2019-04-13,javascript,Only SecDef,0
2019-04-13,javascript,Undef Sec (OAS),0
2019-04-13,go,Both,0
2019-04-13,go,Only SecSchemes,0
2019-04-13,go,Only SecDef,0
2019-04-13,go,Undef Sec (OAS),0
2019-04-13,python,Both,0
2019-04-13,python,Only SecSchemes,3
2019-04-13,python,Only SecDef,0
2019-04-13,python,Undef Sec (OAS),4
2019-04-13,java,Both,0
2019-04-13,java,Only SecSchemes,0
2019-04-13,java,Only SecDef,0
2019-04-13,java,Undef Sec (OAS),0
2019-04-13,ruby,Both,0
2019-04-13,ruby,Only SecSchemes,0
2019-04-13,ruby,Only SecDef,0
2019-04-13,ruby,Undef Sec (OAS),0
2019-04-14,javascript,Both,0
2019-04-14,javascript,Only SecSchemes,0
2019-04-14,javascript,Only SecDef,0
2019-04-14,javascript,Undef Sec (OAS),0
2019-04-14,go,Both,0
2019-04-14,go,Only SecSchemes,0
2019-04-14,go,Only SecDef,0
2019-04-14,go,Undef Sec (OAS),0
2019-04-14,python,Both,0
2019-04-14,python,Only SecSchemes,0
2019-04-14,python,Only SecDef,0
2019-04-14,python,Undef Sec (OAS),12
2019-04-14,java,Both,0
2019-04-14,java,Only SecSchemes,0
2019-04-14,java,Only SecDef,0
2019-04-14,java,Undef Sec (OAS),0
2019-04-14,ruby,Both,0
2019-04-14,ruby,Only SecSchemes,0
2019-04-14,ruby,Only SecDef,0
2019-04-14,ruby,Undef Sec (OAS),0
2019-04-15,javascript,Both,0
2019-04-15,javascript,Only SecSchemes,0
2019-04-15,javascript,Only SecDef,0
2019-04-15,javascript,Undef Sec (OAS),0
2019-04-15,go,Both,0
2019-04-15,go,Only SecSchemes,0
2019-04-15,go,Only SecDef,89
2019-04-15,go,Undef Sec (OAS),0
2019-04-15,python,Both,0
2019-04-15,python,Only SecSchemes,0
2019-04-15,python,Only SecDef,0
2019-04-15,python,Undef Sec (OAS),8
2019-04-15,java,Both,0
2019-04-15,java,Only SecSchemes,0
2019-04-15,java,Only SecDef,0
2019-04-15,java,Undef Sec (OAS),0
2019-04-15,ruby,Both,0
2019-04-15,ruby,Only SecSchemes,0
2019-04-15,ruby,Only SecDef,0
2019-04-15,ruby,Undef Sec (OAS),0
2019-04-19,javascript,Both,0
2019-04-19,javascript,Only SecSchemes,0
2019-04-19,javascript,Only SecDef,0
2019-04-19,javascript,Undef Sec (OAS),0
2019-04-19,go,Both,0
2019-04-19,go,Only SecSchemes,0
2019-04-19,go,Only SecDef,0
2019-04-19,go,Undef Sec (OAS),0
2019-04-19,python,Both,0
2019-04-19,python,Only SecSchemes,0
2019-04-19,python,Only SecDef,0
2019-04-19,python,Undef Sec (OAS),8
2019-04-19,java,Both,0
2019-04-19,java,Only SecSchemes,0
2019-04-19,java,Only SecDef,0
2019-04-19,java,Undef Sec (OAS),0
2019-04-19,ruby,Both,0
2019-04-19,ruby,Only SecSchemes,0
2019-04-19,ruby,Only SecDef,0
2019-04-19,ruby,Undef Sec (OAS),0
2019-04-20,javascript,Both,0
2019-04-20,javascript,Only SecSchemes,0
2019-04-20,javascript,Only SecDef,0
2019-04-20,javascript,Undef Sec (OAS),0
2019-04-20,go,Both,0
2019-04-20,go,Only SecSchemes,0
2019-04-20,go,Only SecDef,0
2019-04-20,go,Undef Sec (OAS),0
2019-04-20,python,Both,0
2019-04-20,python,Only SecSchemes,0
2019-04-20,python,Only SecDef,0
2019-04-20,python,Undef Sec (OAS),12
2019-04-20,java,Both,0
2019-04-20,java,Only SecSchemes,0
2019-04-20,java,Only SecDef,0
2019-04-20,java,Undef Sec (OAS),0
2019-04-20,ruby,Both,0
2019-04-20,ruby,Only SecSchemes,0
2019-04-20,ruby,Only SecDef,0
2019-04-20,ruby,Undef Sec (OAS),0
2019-04-21,javascript,Both,0
2019-04-21,javascript,Only SecSchemes,0
2019-04-21,javascript,Only SecDef,0
2019-04-21,javascript,Undef Sec (OAS),0
2019-04-21,go,Both,0
2019-04-21,go,Only SecSchemes,0
2019-04-21,go,Only SecDef,0
2019-04-21,go,Undef Sec (OAS),0
2019-04-21,python,Both,0
2019-04-21,python,Only SecSchemes,0
2019-04-21,python,Only SecDef,0
2019-04-21,python,Undef Sec (OAS),8
2019-04-21,java,Both,0
2019-04-21,java,Only SecSchemes,0
2019-04-21,java,Only SecDef,0
2019-04-21,java,Undef Sec (OAS),0
2019-04-21,ruby,Both,0
2019-04-21,ruby,Only SecSchemes,0
2019-04-21,ruby,Only SecDef,0
2019-04-21,ruby,Undef Sec (OAS),0
2019-04-23,javascript,Both,0
2019-04-23,javascript,Only SecSchemes,0
2019-04-23,javascript,Only SecDef,0
2019-04-23,javascript,Undef Sec (OAS),0
2019-04-23,go,Both,0
2019-04-23,go,Only SecSchemes,0
2019-04-23,go,Only SecDef,0
2019-04-23,go,Undef Sec (OAS),0
2019-04-23,python,Both,0
2019-04-23,python,Only SecSchemes,0
2019-04-23,python,Only SecDef,0
2019-04-23,python,Undef Sec (OAS),8
2019-04-23,java,Both,0
2019-04-23,java,Only SecSchemes,0
2019-04-23,java,Only SecDef,0
2019-04-23,java,Undef Sec (OAS),0
2019-04-23,ruby,Both,0
2019-04-23,ruby,Only SecSchemes,0
2019-04-23,ruby,Only SecDef,0
2019-04-23,ruby,Undef Sec (OAS),0
2019-04-25,javascript,Both,0
2019-04-25,javascript,Only SecSchemes,0
2019-04-25,javascript,Only SecDef,0
2019-04-25,javascript,Undef Sec (OAS),0
2019-04-25,go,Both,0
2019-04-25,go,Only SecSchemes,0
2019-04-25,go,Only SecDef,89
2019-04-25,go,Undef Sec (OAS),0
2019-04-25,python,Both,0
2019-04-25,python,Only SecSchemes,0
2019-04-25,python,Only SecDef,0
2019-04-25,python,Undef Sec (OAS),0
2019-04-25,java,Both,0
2019-04-25,java,Only SecSchemes,0
2019-04-25,java,Only SecDef,0
2019-04-25,java,Undef Sec (OAS),0
2019-04-25,ruby,Both,0
2019-04-25,ruby,Only SecSchemes,0
2019-04-25,ruby,Only SecDef,0
2019-04-25,ruby,Undef Sec (OAS),0
2019-04-26,javascript,Both,0
2019-04-26,javascript,Only SecSchemes,0
2019-04-26,javascript,Only SecDef,0
2019-04-26,javascript,Undef Sec (OAS),0
2019-04-26,go,Both,0
2019-04-26,go,Only SecSchemes,0
2019-04-26,go,Only SecDef,89
2019-04-26,go,Undef Sec (OAS),0
2019-04-26,python,Both,0
2019-04-26,python,Only SecSchemes,0
2019-04-26,python,Only SecDef,0
2019-04-26,python,Undef Sec (OAS),24
2019-04-26,java,Both,0
2019-04-26,java,Only SecSchemes,0
2019-04-26,java,Only SecDef,0
2019-04-26,java,Undef Sec (OAS),0
2019-04-26,ruby,Both,0
2019-04-26,ruby,Only SecSchemes,0
2019-04-26,ruby,Only SecDef,0
2019-04-26,ruby,Undef Sec (OAS),0
2019-05-23,javascript,Both,0
2019-05-23,javascript,Only SecSchemes,0
2019-05-23,javascript,Only SecDef,0
2019-05-23,javascript,Undef Sec (OAS),0
2019-05-23,go,Both,0
2019-05-23,go,Only SecSchemes,0
2019-05-23,go,Only SecDef,89
2019-05-23,go,Undef Sec (OAS),0
2019-05-23,python,Both,0
2019-05-23,python,Only SecSchemes,0
2019-05-23,python,Only SecDef,0
2019-05-23,python,Undef Sec (OAS),0
2019-05-23,java,Both,0
2019-05-23,java,Only SecSchemes,0
2019-05-23,java,Only SecDef,0
2019-05-23,java,Undef Sec (OAS),0
2019-05-23,ruby,Both,0
2019-05-23,ruby,Only SecSchemes,0
2019-05-23,ruby,Only SecDef,0
2019-05-23,ruby,Undef Sec (OAS),0
2019-09-10,javascript,Both,0
2019-09-10,javascript,Only SecSchemes,0
2019-09-10,javascript,Only SecDef,0
2019-09-10,javascript,Undef Sec (OAS),0
2019-09-10,go,Both,0
2019-09-10,go,Only SecSchemes,0
2019-09-10,go,Only SecDef,0
2019-09-10,go,Undef Sec (OAS),0
2019-09-10,python,Both,0
2019-09-10,python,Only SecSchemes,0
2019-09-10,python,Only SecDef,0
2019-09-10,python,Undef Sec (OAS),0
2019-09-10,java,Both,0
2019-09-10,java,Only SecSchemes,1
2019-09-10,java,Only SecDef,0
2019-09-10,java,Undef Sec (OAS),0
2019-09-10,ruby,Both,0
2019-09-10,ruby,Only SecSchemes,0
2019-09-10,ruby,Only SecDef,0
2019-09-10,ruby,Undef Sec (OAS),0
2019-09-11,javascript,Both,0
2019-09-11,javascript,Only SecSchemes,0
2019-09-11,javascript,Only SecDef,0
2019-09-11,javascript,Undef Sec (OAS),0
2019-09-11,go,Both,0
2019-09-11,go,Only SecSchemes,0
2019-09-11,go,Only SecDef,0
2019-09-11,go,Undef Sec (OAS),0
2019-09-11,python,Both,0
2019-09-11,python,Only SecSchemes,0
2019-09-11,python,Only SecDef,0
2019-09-11,python,Undef Sec (OAS),0
2019-09-11,java,Both,0
2019-09-11,java,Only SecSchemes,25
2019-09-11,java,Only SecDef,0
2019-09-11,java,Undef Sec (OAS),0
2019-09-11,ruby,Both,0
2019-09-11,ruby,Only SecSchemes,0
2019-09-11,ruby,Only SecDef,0
2019-09-11,ruby,Undef Sec (OAS),0
2019-09-19,javascript,Both,0
2019-09-19,javascript,Only SecSchemes,0
2019-09-19,javascript,Only SecDef,0
2019-09-19,javascript,Undef Sec (OAS),0
2019-09-19,go,Both,0
2019-09-19,go,Only SecSchemes,0
2019-09-19,go,Only SecDef,0
2019-09-19,go,Undef Sec (OAS),0
2019-09-19,python,Both,0
2019-09-19,python,Only SecSchemes,0
2019-09-19,python,Only SecDef,0
2019-09-19,python,Undef Sec (OAS),0
2019-09-19,java,Both,0
2019-09-19,java,Only SecSchemes,25
2019-09-19,java,Only SecDef,0
2019-09-19,java,Undef Sec (OAS),0
2019-09-19,ruby,Both,0
2019-09-19,ruby,Only SecSchemes,0
2019-09-19,ruby,Only SecDef,0
2019-09-19,ruby,Undef Sec (OAS),0
2019-09-20,javascript,Both,0
2019-09-20,javascript,Only SecSchemes,0
2019-09-20,javascript,Only SecDef,0
2019-09-20,javascript,Undef Sec (OAS),0
2019-09-20,go,Both,0
2019-09-20,go,Only SecSchemes,0
2019-09-20,go,Only SecDef,0
2019-09-20,go,Undef Sec (OAS),0
2019-09-20,python,Both,0
2019-09-20,python,Only SecSchemes,0
2019-09-20,python,Only SecDef,0
2019-09-20,python,Undef Sec (OAS),0
2019-09-20,java,Both,0
2019-09-20,java,Only SecSchemes,1
2019-09-20,java,Only SecDef,0
2019-09-20,java,Undef Sec (OAS),0
2019-09-20,ruby,Both,0
2019-09-20,ruby,Only SecSchemes,0
2019-09-20,ruby,Only SecDef,0
2019-09-20,ruby,Undef Sec (OAS),0
2019-09-28,javascript,Both,0
2019-09-28,javascript,Only SecSchemes,0
2019-09-28,javascript,Only SecDef,0
2019-09-28,javascript,Undef Sec (OAS),0
2019-09-28,go,Both,0
2019-09-28,go,Only SecSchemes,0
2019-09-28,go,Only SecDef,0
2019-09-28,go,Undef Sec (OAS),0
2019-09-28,python,Both,0
2019-09-28,python,Only SecSchemes,0
2019-09-28,python,Only SecDef,0
2019-09-28,python,Undef Sec (OAS),0
2019-09-28,java,Both,0
2019-09-28,java,Only SecSchemes,4
2019-09-28,java,Only SecDef,0
2019-09-28,java,Undef Sec (OAS),0
2019-09-28,ruby,Both,0
2019-09-28,ruby,Only SecSchemes,0
2019-09-28,ruby,Only SecDef,0
2019-09-28,ruby,Undef Sec (OAS),0
2019-10-03,javascript,Both,0
2019-10-03,javascript,Only SecSchemes,0
2019-10-03,javascript,Only SecDef,0
2019-10-03,javascript,Undef Sec (OAS),0
2019-10-03,go,Both,0
2019-10-03,go,Only SecSchemes,0
2019-10-03,go,Only SecDef,89
2019-10-03,go,Undef Sec (OAS),0
2019-10-03,python,Both,0
2019-10-03,python,Only SecSchemes,0
2019-10-03,python,Only SecDef,0
2019-10-03,python,Undef Sec (OAS),0
2019-10-03,java,Both,0
2019-10-03,java,Only SecSchemes,0
2019-10-03,java,Only SecDef,0
2019-10-03,java,Undef Sec (OAS),0
2019-10-03,ruby,Both,0
2019-10-03,ruby,Only SecSchemes,0
2019-10-03,ruby,Only SecDef,0
2019-10-03,ruby,Undef Sec (OAS),0
2019-10-04,javascript,Both,0
2019-10-04,javascript,Only SecSchemes,0
2019-10-04,javascript,Only SecDef,0
2019-10-04,javascript,Undef Sec (OAS),0
2019-10-04,go,Both,0
2019-10-04,go,Only SecSchemes,0
2019-10-04,go,Only SecDef,138
2019-10-04,go,Undef Sec (OAS),0
2019-10-04,python,Both,0
2019-10-04,python,Only SecSchemes,0
2019-10-04,python,Only SecDef,0
2019-10-04,python,Undef Sec (OAS),0
2019-10-04,java,Both,0
2019-10-04,java,Only SecSchemes,0
2019-10-04,java,Only SecDef,0
2019-10-04,java,Undef Sec (OAS),0
2019-10-04,ruby,Both,0
2019-10-04,ruby,Only SecSchemes,0
2019-10-04,ruby,Only SecDef,0
2019-10-04,ruby,Undef Sec (OAS),0
2019-12-10,javascript,Both,0
2019-12-10,javascript,Only SecSchemes,0
2019-12-10,javascript,Only SecDef,0
2019-12-10,javascript,Undef Sec (OAS),0
2019-12-10,go,Both,0
2019-12-10,go,Only SecSchemes,0
2019-12-10,go,Only SecDef,0
2019-12-10,go,Undef Sec (OAS),0
2019-12-10,python,Both,0
2019-12-10,python,Only SecSchemes,0
2019-12-10,python,Only SecDef,0
2019-12-10,python,Undef Sec (OAS),0
2019-12-10,java,Both,0
2019-12-10,java,Only SecSchemes,15
2019-12-10,java,Only SecDef,0
2019-12-10,java,Undef Sec (OAS),0
2019-12-10,ruby,Both,0
2019-12-10,ruby,Only SecSchemes,0
2019-12-10,ruby,Only SecDef,0
2019-12-10,ruby,Undef Sec (OAS),0
2019-12-11,javascript,Both,0
2019-12-11,javascript,Only SecSchemes,0
2019-12-11,javascript,Only SecDef,0
